Record ID Number, ,NID ID,Primary Owner Type,Primary Purpose,latitude,longitude,City,County,Tract_Code,Tracts,Disadvantaged,State,Zip_Code,Congressional District,NID Height (Ft),NID Height Category,Year Completed,Year Completed Category,NID Storage (Acre-Ft),Normal Storage (Acre-Ft),Data Last Updated,Last Inspection Date,Inspection Frequency_Years,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,EAP Prepared,Tract_Code,Block_Code,,Total_Population_Tract,White_Alone_Tract,White_Alone_Tract_Pct,Black_Alone_Tract,Black_Alone_Tract_Pct,Total_Population_Block,White_Alone_Block,White_Alone_Block_Pct,Black_Alone_Block,Black_Alone_Block_PCT
364,Mallard Cove (Forest Dr),SC01296,Private,Recreation,34.8205,-82.572,Easley,Pickens,010804,010804Pickens,FALSE,South Carolina,29642,"South Carolina, Congressional District 03",23,Less than 25 feet,1957,1950-1959,48,31,9/11/2024,1/27/2023,2,High,Fair,1/27/2023,Yes,10804,2004,,3778,2989,79.12%,411,10.88%,11,11,100.00%,0,0.00%
365,Sulton Pond Dam,SC01608,Private,Recreation,33.7701,-81.0293,Swansea,Calhoun,950100,950100Calhoun,FALSE,South Carolina,29160,"South Carolina, Congressional District 06",9,Less than 25 feet,1950,1950-1959,69,29,9/15/2023,3/14/2017,5,Low,Not Rated,3/14/2017,Not Required,950100,3014,,5383,3528,65.54%,1511,28.07%,65,59,90.77%,6,9.23%
366,W J Jackson Pond Dam,SC01924,Private,Recreation,33.7173,-80.3417,Pinewood,Clarendon,960400,960400Clarendon,TRUE,South Carolina,29125,"South Carolina, Congressional District 06",12,Less than 25 feet,1974,1970-1979,57,31,9/15/2023,11/1/2017,5,Low,Poor,11/1/2017,Not Required,960400,2065,,2203,983,44.62%,1125,51.07%,31,13,41.94%,17,54.84%
367,Gibson Pond Dam,SC01118,Private,Recreation,33.843,-81.8222,Johnston,Edgefield,970300,970300Edgefield,TRUE,South Carolina,29832,"South Carolina, Congressional District 03",25,25-50 feet,1964,1960-1969,164,104,9/15/2023,7/24/2017,5,Low,Unsatisfactory,7/24/2017,Not Required,970300,1034,,4147,1831,44.15%,1829,44.10%,33,13,39.39%,20,60.61%
368,Hall Pond Dam,SC01819,Private,Other,34.3494,-82.5448,Anderson,Anderson,011600,011600Anderson,FALSE,South Carolina,29621,"South Carolina, Congressional District 03",20,Less than 25 feet,1949,1940-1949,148,106,9/15/2023,6/30/2017,5,Low,Fair,6/30/2017,Not Required,11600,2042,,2034,1887,92.77%,58,2.85%,16,16,100.00%,0,0.00%
369,Little River WCD Dam 13,SC02561,Private,Flood Risk Reduction,34.5306,-82.0167,Laurens,Laurens,920504,920504Laurens,,South Carolina,29360,"South Carolina, Congressional District 03",24,Less than 25 feet,1990,1990-1999,54,27,9/15/2023,9/19/2017,5,Low,Fair,9/19/2017,Not Required,920504,1032,,3081,1991,64.62%,779,25.28%,54,51,94.44%,2,3.70%
370,Wood Valley Dam,SC01313,Private,Recreation,33.493,-81.7647,Aiken,Aiken,022003,022003Aiken,,South Carolina,29803,"South Carolina, Congressional District 02",56,51-100 feet,1978,1970-1979,80,59,9/15/2023,8/8/2017,5,Low,Poor,8/8/2017,Not Required,22003,3000,,4592,3290,71.65%,957,20.84%,354,329,92.94%,22,6.21%
371,Kingsley Clear Springs Dam,SC02159,Private,Recreation,35.0223,-80.9665,Fort Mill,York,061004,061004York,FALSE,South Carolina,29715,"South Carolina, Congressional District 05",37,25-50 feet,1950,1950-1959,106,80,9/11/2024,12/4/2023,2,High,Fair,12/4/2023,Yes,61004,3001,,9513,7388,77.66%,878,9.23%,0,0,0.00%,0,0.00%
372,R Joseph Richardson Dam,SC03523,Private,Fish and Wildlife Pond,34.2572,-80.9828,Ridgeway,Fairfield,960301,960301Fairfield,,South Carolina,29130,"South Carolina, Congressional District 05",25,25-50 feet,2009,Since 2000,100,56,9/15/2023,5/4/2017,5,Low,Fair,5/4/2017,Not Required,960301,3047,,2950,1278,43.32%,1500,50.85%,8,1,12.50%,1,12.50%
373,Parker Pond Dam,SC00126,Private,Recreation,34.693,-80.7026,Lancaster,Lancaster,011001,011001Lancaster,TRUE,South Carolina,29720,"South Carolina, Congressional District 05",21,Less than 25 feet,1971,1970-1979,213,168,9/15/2023,10/19/2017,5,Low,Fair,10/19/2017,Not Required,11001,3006,,5557,4060,73.06%,1111,19.99%,124,107,86.29%,12,9.68%
374,Sexton Pond Dam,SC00038,State,Recreation,34.4653,-80.3044,McBee,Chesterfield,950800,950800Chesterfield,TRUE,South Carolina,29101,"South Carolina, Congressional District 07",20,Less than 25 feet,1938,1930-1939,406,196,9/11/2024,3/22/2024,3,Significant,Fair,3/22/2024,Yes,950800,2095,,2632,1578,59.95%,716,27.20%,8,7,87.50%,0,0.00%
375,Speigners Pond Dam,SC00574,Private,Recreation,33.7116,-80.8114,Saint Matthews,Calhoun,950202,950202Calhoun,,South Carolina,29135,"South Carolina, Congressional District 06",16,Less than 25 feet,1958,1950-1959,78,67,9/11/2024,2/28/2024,2,High,Poor,2/28/2024,Yes,950202,1018,,3741,1512,40.42%,1992,53.25%,26,22,84.62%,1,3.85%
376,Luther Williams Dam,SC00395,Private,Recreation,33.6154,-81.8813,Graniteville,Aiken,020301,020301Aiken,FALSE,South Carolina,29829,"South Carolina, Congressional District 02",18,Less than 25 feet,1915,1910-1919,108,48,9/15/2023,8/2/2017,5,Low,Fair,8/2/2017,Not Required,20301,2050,,2468,1756,71.15%,357,14.47%,81,75,92.59%,6,7.41%
377,Robert E Kirby Pond Dam,SC00392,Private,Recreation,33.6612,-81.6208,Aiken,Aiken,020200,020200Aiken,FALSE,South Carolina,29805,"South Carolina, Congressional District 02",22,Less than 25 feet,1964,1960-1969,136,76,9/11/2024,4/1/2024,2,High,Fair,4/1/2024,No,20200,1004,,5910,4357,73.72%,964,16.31%,409,385,94.13%,13,3.18%
378,Lake Shamokin Dam,SC00470,Private,Recreation,34.34,-80.603,Camden,Kershaw,970604,970604Kershaw,,South Carolina,29020,"South Carolina, Congressional District 05",10,Less than 25 feet,1865,Before 1900,58,22,9/15/2023,3/30/2017,5,Low,Poor,3/30/2017,Not Required,970604,2035,,2730,1973,72.27%,504,18.46%,0,0,0.00%,0,0.00%
379,James Cameron Dam 1,SC00669,Private,Recreation,34.9315,-81.2122,York,York,061401,061401York,TRUE,South Carolina,29745,"South Carolina, Congressional District 05",16,Less than 25 feet,1959,1950-1959,99,78,9/15/2023,8/29/2017,5,Low,Poor,8/29/2017,Not Required,61401,2000,,4253,3485,81.94%,398,9.36%,11,5,45.45%,0,0.00%
380,Georges Creek WCD Dam 1a,SC00702,Private,Flood Risk Reduction,34.8685,-82.5856,Easley,Pickens,010603,010603Pickens,,South Carolina,29640,"South Carolina, Congressional District 03",36,25-50 feet,1972,1970-1979,1721,248,9/11/2024,1/17/2024,2,High,Fair,1/17/2024,Yes,10603,1009,,3745,3302,88.17%,79,2.11%,284,260,91.55%,13,4.58%
381,Parrs Pond 1,SC00116,Private,Irrigation,34.3194,-81.6594,Newberry,Newberry,950502,950502Newberry,TRUE,South Carolina,29108,"South Carolina, Congressional District 03",14,Less than 25 feet,1959,1950-1959,110,80,9/15/2023,10/4/2017,5,Low,Poor,10/4/2017,Not Required,950502,1012,,5560,1645,29.59%,3136,56.40%,24,22,91.67%,0,0.00%
382,Mcelmurray Pond Dam,SC00289,Private,"Fire Protection, Stock, Or Small Fish Pond",33.4153,-81.8204,Beech Island,Aiken,022003,022003Aiken,,South Carolina,29842,"South Carolina, Congressional District 02",16,Less than 25 feet,1968,1960-1969,306,209,9/15/2023,4/4/2023,2,High,Fair,4/4/2023,Yes,22003,1009,,4592,3290,71.65%,957,20.84%,45,40,88.89%,2,4.44%
383,Arthur Keels Dam,SC00078,Private,Recreation,34.1742,-81.0537,Blythewood,Richland,010200,010200Richland,TRUE,South Carolina,29016,"South Carolina, Congressional District 02",26,25-50 feet,1968,1960-1969,106,96,9/15/2023,4/4/2017,5,Low,Poor,4/4/2017,Not Required,10200,3036,,6066,2910,47.97%,2676,44.11%,2,0,0.00%,0,0.00%
384,N F Jeffcoat Dam,SC00212,Private,Recreation,33.7195,-81.1736,Swansea,Lexington,020904,020904Lexington,TRUE,South Carolina,29160,"South Carolina, Congressional District 02",13,Less than 25 feet,1900,1900-1909,68,48,9/15/2023,4/13/2017,5,Low,Poor,4/13/2017,Not Required,20904,1044,,2974,2431,81.74%,247,8.31%,3,1,33.33%,1,33.33%
385,Boyd's Millpond Dam,SC01066,Private,Hydroelectric,34.4552,-82.1993,Ware Shoals,Laurens,920201,920201Laurens,FALSE,South Carolina,29692,"South Carolina, Congressional District 03",36,25-50 feet,1909,1900-1909,3108,3000,9/11/2024,11/22/2022,2,High,Fair,11/22/2022,Yes,920201,1021,,3196,2848,89.11%,178,5.57%,190,173,91.05%,10,5.26%
386,Hermitage Mill Pond Dam,SC00460,Private,Recreation,34.2438,-80.5716,Camden,Kershaw,970601,970601Kershaw,TRUE,South Carolina,29020,"South Carolina, Congressional District 05",16,Less than 25 feet,1935,1930-1939,5790,1390,9/15/2023,6/22/2023,2,High,Poor,6/22/2023,Yes,970601,2003,,4689,3155,67.29%,1021,21.77%,0,0,0.00%,0,0.00%
387,Yonce Millpond Dam,SC00343,Private,Recreation,33.7519,-81.7084,Ridge Spring,Aiken,020200,020200Aiken,FALSE,South Carolina,29129,"South Carolina, Congressional District 02",17,Less than 25 feet,1958,1950-1959,54,30,9/15/2023,8/7/2017,5,Low,Poor,8/7/2017,Not Required,20200,4002,,5910,4357,73.72%,964,16.31%,11,6,54.55%,4,36.36%
388,Gwinns Pond,SC00094,Private,"Fire Protection, Stock, Or Small Fish Pond",33.9527,-80.7986,Eastover,Richland,011902,011902Richland,FALSE,South Carolina,29044,"South Carolina, Congressional District 06",23,Less than 25 feet,1970,1970-1979,268,158,9/11/2024,2/1/2024,2,High,Fair,2/1/2024,Yes,11902,1018,,4829,2292,47.46%,2016,41.75%,15,12,80.00%,3,20.00%
389,Culler Millpond Dam,SC00429,Private,Recreation,33.5753,-81.0068,North,Orangeburg,012000,012000Orangeburg,TRUE,South Carolina,29112,"South Carolina, Congressional District 02",13,Less than 25 feet,1875,Before 1900,147,65,9/15/2023,7/13/2017,5,Low,Poor,7/13/2017,Not Required,12000,4058,,3723,1742,46.79%,1725,46.33%,0,0,0.00%,0,0.00%
390,Charlotte Bourne Dam,SC00649,Private,Recreation,34.7241,-79.8473,Wallace,Marlboro,960100,960100Marlboro,TRUE,South Carolina,29596,"South Carolina, Congressional District 07",20,Less than 25 feet,1950,1950-1959,72,62,9/11/2024,12/7/2023,2,High,Poor,12/7/2023,Yes,960100,1017,,3263,1807,55.38%,1153,35.34%,6,1,16.67%,4,66.67%
391,Hills Creek WCD Dam,SC00043,Private,Flood Risk Reduction,34.7797,-80.4412,Pageland,Chesterfield,950101,950101Chesterfield,TRUE,South Carolina,29728,"South Carolina, Congressional District 07",33,25-50 feet,1964,1960-1969,2803,202,9/15/2023,10/12/2022,2,High,Fair,10/12/2022,Yes,950101,3008,,4815,2772,57.57%,1351,28.06%,150,97,64.67%,49,32.67%
392,Verida Marchette Pond Dam,SC00240,Private,Recreation,34.1991,-79.8874,Florence,Florence,000102,000102Florence,FALSE,South Carolina,29501,"South Carolina, Congressional District 07",11,Less than 25 feet,1920,1920-1929,184,46,9/15/2023,11/14/2017,5,Low,Not Rated,11/14/2017,Not Required,102,1006,,6020,4333,71.98%,1041,17.29%,81,79,97.53%,1,1.23%
393,Julia M Jones Dam,SC00999,Private,Recreation,32.6948,-81.1588,Furman,Hampton,920500,920500Hampton,TRUE,South Carolina,29921,"South Carolina, Congressional District 06",10,Less than 25 feet,1957,1950-1959,51,28,9/15/2023,11/29/2017,5,Low,Unsatisfactory,11/29/2017,Not Required,920500,2011,,1551,318,20.50%,1181,76.14%,5,3,60.00%,0,0.00%
394,Huff'S Lake Dam,SCD5026,Private,Flood Risk Reduction,34.8745,-82.4598,Greenville,Greenville,003706,003706Greenville,TRUE,South Carolina,29617,"South Carolina, Congressional District 04",14,Less than 25 feet,,Undetermined,22,0,9/11/2024,3/13/2024,2,High,Not Rated,3/13/2024,No,3706,2012,,3683,1488,40.40%,927,25.17%,504,138,27.38%,257,50.99%
395,Gramling Pond 3 Dam,SC02234,Private,Irrigation,35.0823,-82.1272,Campobello,Spartanburg,022702,022702Spartanburg,,South Carolina,29322,"South Carolina, Congressional District 04",27,25-50 feet,1965,1960-1969,84,60,9/15/2023,5/25/2017,5,Low,Poor,5/25/2017,Not Required,22702,2058,,6458,5704,88.32%,180,2.79%,18,10,55.56%,0,0.00%
396,D Honey No 1 Pond Dam,SC02227,Private,"Fire Protection, Stock, Or Small Fish Pond",35.1393,-82.1158,Campobello,Spartanburg,022500,022500Spartanburg,TRUE,South Carolina,29322,"South Carolina, Congressional District 04",21,Less than 25 feet,1968,1960-1969,67,42,9/11/2024,3/11/2024,2,High,Fair,3/11/2024,Yes,22500,1084,,4437,3992,89.97%,113,2.55%,0,0,0.00%,0,0.00%
397,R Milliken Pond 2 Dam,SC02224,Private,Recreation,35.0769,-82.0509,Inman,Spartanburg,022804,022804Spartanburg,,South Carolina,29349,"South Carolina, Congressional District 05",20,Less than 25 feet,1949,1940-1949,86,38,9/15/2023,2/21/2023,3,Significant,Fair,2/21/2023,Yes,22804,3002,,5262,3982,75.67%,692,13.15%,1,0,0.00%,0,0.00%
398,Woodrow Smith Dam,SC02008,Private,Recreation,33.9202,-79.1305,Conway,Horry,070701,070701Horry,FALSE,South Carolina,29526,"South Carolina, Congressional District 07",11,Less than 25 feet,1950,1950-1959,1055,38,9/11/2024,7/24/2024,2,High,Poor,7/24/2024,No,70701,2003,,6589,4854,73.67%,1018,15.45%,160,155,96.88%,0,0.00%
399,Palmetto Bluff Plantation Dam 1,SC02724,Private,Fish and Wildlife Pond,32.1916,-80.9528,Bluffton,Beaufort,002102,002102Beaufort,FALSE,South Carolina,29910,"South Carolina, Congressional District 01",16,Less than 25 feet,,Undetermined,85,40.1,9/10/2024,11/20/2017,5,Low,Fair,11/20/2017,Not Required,2102,1097,,5966,4555,76.35%,375,6.29%,0,0,0.00%,0,0.00%
400,Sam Fogles Pond Dam,SC02098,Private,Recreation,33.5825,-80.9877,Orangeburg,Orangeburg,012000,012000Orangeburg,TRUE,South Carolina,29118,"South Carolina, Congressional District 02",15,Less than 25 feet,1945,1940-1949,71,33,9/15/2023,7/12/2017,5,Low,Poor,7/12/2017,Not Required,12000,4044,,3723,1742,46.79%,1725,46.33%,13,9,69.23%,0,0.00%
401,Woodside Dam 4,SC02618,Private,Irrigation,33.4807,-81.7294,Aiken,Aiken,021205,021205Aiken,,South Carolina,29803,"South Carolina, Congressional District 02",39,25-50 feet,1991,1990-1999,600,305,9/11/2024,5/7/2024,2,High,Fair,5/7/2024,Yes,21205,1028,,6839,5830,85.25%,425,6.21%,297,283,95.29%,4,1.35%
402,Broadmouth Creek WCD Dam-247-W 9,SC00551,Private,Flood Risk Reduction,34.5361,-82.4674,Belton,Anderson,011402,011402Anderson,TRUE,South Carolina,29627,"South Carolina, Congressional District 03",41,25-50 feet,1966,1960-1969,489,54,9/11/2024,2/7/2024,2,High,Fair,2/7/2024,Yes,11402,1039,,3364,2489,73.99%,661,19.65%,9,4,44.44%,5,55.56%
403,Bridlewood Lower Dam,SC01852,Private,Recreation,34.6918,-79.9649,Cheraw,Chesterfield,950503,950503Chesterfield,,South Carolina,29520,"South Carolina, Congressional District 07",25,25-50 feet,1978,1970-1979,56,38,9/11/2024,4/15/2024,3,Significant,Fair,4/15/2024,Yes,950503,2001,,2318,1032,44.52%,1093,47.15%,36,31,86.11%,3,8.33%
404,Floyd Pond Dam,SC01970,Private,Recreation,33.9843,-79.5146,Pamplico,Florence,001800,001800Florence,TRUE,South Carolina,29583,"South Carolina, Congressional District 07",18,Less than 25 feet,1950,1950-1959,68,38,9/15/2023,,5,Low,,,Not Required,1800,1000,,3331,2172,65.21%,920,27.62%,10,10,100.00%,0,0.00%
405,Montebello Subdivision Existing Dam,SC02773,Private,Flood Risk Reduction,34.8977,-82.3938,Greenville,Greenville,002304,002304Greenville,TRUE,South Carolina,29609,"South Carolina, Congressional District 04",20,Less than 25 feet,1999,1990-1999,60,45,9/11/2024,7/8/2024,3,Significant,Poor,7/8/2024,Yes,2304,2000,,2846,973,34.19%,1394,48.98%,109,98,89.91%,3,2.75%
406,Harmon Pond Dam,SC01886,Private,Recreation,34.4861,-80.2226,McBee,Chesterfield,950800,950800Chesterfield,TRUE,South Carolina,29101,"South Carolina, Congressional District 07",17,Less than 25 feet,1960,1960-1969,158,75,9/15/2023,10/30/2017,5,Low,Unsatisfactory,10/30/2017,Not Required,950800,1005,,2632,1578,59.95%,716,27.20%,136,10,7.35%,3,2.21%
407,Robert L Scarborough Dam,SC02672,Private,Other,33.8786,-80.7237,Eastover,Richland,012000,012000Richland,TRUE,South Carolina,29044,"South Carolina, Congressional District 06",16,Less than 25 feet,1993,1990-1999,70,40,9/15/2023,3/21/2017,5,Low,Fair,3/21/2017,Not Required,12000,4009,,4610,1425,30.91%,2845,61.71%,36,19,52.78%,15,41.67%
408,Henry Jacobs Dam,SC02192,Private,Recreation,34.9658,-81.837,Spartanburg,Spartanburg,022201,022201Spartanburg,TRUE,South Carolina,29307,"South Carolina, Congressional District 04",25,25-50 feet,1957,1950-1959,73,60,9/15/2023,5/10/2022,3,Significant,Fair,5/10/2022,Yes,22201,3040,,4552,3572,78.47%,527,11.58%,115,97,84.35%,13,11.30%
409,Rocky Creek WCD Dam 1,SC01166,Local Government,Flood Risk Reduction,34.6827,-80.9909,Richburg,Chester,020700,020700Chester,FALSE,South Carolina,29729,"South Carolina, Congressional District 05",39,25-50 feet,1974,1970-1979,2100,220,9/15/2023,10/20/2017,5,Low,Fair,10/20/2017,Yes,20700,2038,,2006,1284,64.01%,506,25.22%,105,39,37.14%,65,61.90%
410,Fowler 3rd Pond Dam,SC01967,Private,Recreation,34.2775,-79.2757,Fork,Dillon,970500,970500Dillon,TRUE,South Carolina,29543,"South Carolina, Congressional District 07",11,Less than 25 feet,1963,1960-1969,68,28,9/15/2023,,5,Low,,,Not Required,970500,2008,,3731,2168,58.11%,1336,35.81%,2,0,0.00%,2,100.00%
411,Upper Deerfield Lake Dam,SC01422,Private,Recreation,33.9323,-80.3981,Sumter,Sumter,001701,001701Sumter,FALSE,South Carolina,29150,"South Carolina, Congressional District 05",11,Less than 25 feet,1960,1960-1969,68,46,10/10/2023,3/4/2022,3,Significant,Fair,3/4/2022,Yes,1701,1026,,7363,4924,66.87%,1774,24.09%,386,332,86.01%,27,6.99%
412,Sawmill Pond Dam,SC01417,Private,Recreation,33.9525,-80.4204,Sumter,Sumter,001803,001803Sumter,,South Carolina,29150,"South Carolina, Congressional District 05",11,Less than 25 feet,1800,Before 1900,135,60,9/15/2023,4/19/2017,5,Low,Poor,4/19/2017,Not Required,1803,2008,,4824,2504,51.91%,1756,36.40%,11,10,90.91%,0,0.00%
413,Pickens City Reservoir Lake Dam,SC00715,Local Government,Water Supply,34.9083,-82.7356,Pickens,Pickens,010405,010405Pickens,,South Carolina,29671,"South Carolina, Congressional District 03",24,Less than 25 feet,1956,1950-1959,789,764,9/15/2023,6/14/2023,2,High,Fair,6/14/2023,Yes,10405,2021,,3471,3136,90.35%,66,1.90%,0,0,0.00%,0,0.00%
414,Forest Smith Pond Dam,SC02289,Private,Recreation,33.7231,-80.8459,Saint Matthews,Calhoun,950202,950202Calhoun,,South Carolina,29135,"South Carolina, Congressional District 06",25,25-50 feet,,Undetermined,88.2,52.5,9/11/2024,9/29/2023,2,High,Fair,9/29/2023,Yes,950202,1015,,3741,1512,40.42%,1992,53.25%,82,79,96.34%,1,1.22%
415,Lakewood Pond Dam,SC01439,Private,Recreation,33.8442,-80.3643,Sumter,Sumter,001902,001902Sumter,TRUE,South Carolina,29150,"South Carolina, Congressional District 06",12,Less than 25 feet,1950,1950-1959,462,252,9/11/2024,5/8/2024,2,High,Fair,5/8/2024,Yes,1902,3009,,5305,2898,54.63%,1949,36.74%,62,40,64.52%,5,8.06%
416,Joyce Willing Dam,SC01133,Private,Recreation,33.823,-81.7904,Johnston,Edgefield,970300,970300Edgefield,TRUE,South Carolina,29832,"South Carolina, Congressional District 03",16,Less than 25 feet,1930,1930-1939,110,91,9/15/2023,1/21/2022,3,Significant,Poor,1/21/2022,Yes,970300,4055,,4147,1831,44.15%,1829,44.10%,12,5,41.67%,6,50.00%
417,L Cornwell Dam,SC02206,Private,Recreation,34.9452,-81.8708,Spartanburg,Spartanburg,022101,022101Spartanburg,FALSE,South Carolina,29302,"South Carolina, Congressional District 04",28,25-50 feet,1959,1950-1959,47,29,9/15/2023,11/29/2004,5,Low,Not Rated,11/29/2004,Not Required,22101,1003,,3490,2472,70.83%,786,22.52%,69,63,91.30%,3,4.35%
418,Bradshaw Pond Dam,SC01247,Private,Irrigation,34.001,-81.7919,Saluda,Saluda,960201,960201Saluda,TRUE,South Carolina,29138,"South Carolina, Congressional District 03",20,Less than 25 feet,1955,1950-1959,90,40,9/15/2023,12/9/2022,3,Significant,Unsatisfactory,12/9/2022,Yes,960201,1071,,4654,2352,50.54%,1320,28.36%,9,9,100.00%,0,0.00%
419,Boatwrights Pond Dam,SC01244,Private,Recreation,33.826,-81.6586,Ridge Spring,Saluda,960400,960400Saluda,TRUE,South Carolina,29129,"South Carolina, Congressional District 03",25,25-50 feet,1955,1950-1959,74,43,9/15/2023,10/10/2017,5,Low,Poor,10/10/2017,Not Required,960400,2119,,2770,1622,58.56%,835,30.14%,10,6,60.00%,0,0.00%
420,Hughes Pond Dam,SC02097,Private,Recreation,33.5873,-81.1744,North,Orangeburg,011804,011804Orangeburg,,South Carolina,29112,"South Carolina, Congressional District 02",11,Less than 25 feet,1920,1920-1929,62,32,9/15/2023,7/25/2017,5,Low,Poor,7/25/2017,Not Required,11804,2038,,1180,535,45.34%,578,48.98%,28,26,92.86%,2,7.14%
421,Woodside Dam 1,SC02271,Private,Recreation,33.4964,-81.7344,Aiken,Aiken,021205,021205Aiken,,South Carolina,29803,"South Carolina, Congressional District 02",31,25-50 feet,1986,1980-1989,168,56,9/11/2024,4/4/2024,2,High,Fair,4/4/2024,Yes,21205,3013,,6839,5830,85.25%,425,6.21%,291,276,94.85%,0,0.00%
422,Griffin Pond Dam,SC01707,Private,Other,34.4113,-82.4709,Honea Path,Anderson,011600,011600Anderson,FALSE,South Carolina,29654,"South Carolina, Congressional District 03",23,Less than 25 feet,1972,1970-1979,69,48,9/15/2023,6/28/2017,5,Low,Poor,6/28/2017,Not Required,11600,1037,,2034,1887,92.77%,58,2.85%,24,23,95.83%,1,4.17%
423,Upper Pond Dam,SC01298,Private,Recreation,33.5976,-81.5062,Wagener,Aiken,021700,021700Aiken,,South Carolina,29164,"South Carolina, Congressional District 02",17,Less than 25 feet,1937,1930-1939,150,60,9/15/2023,8/17/2017,5,Low,Poor,8/17/2017,Not Required,21700,1104,,4410,2908,65.94%,1222,27.71%,15,9,60.00%,5,33.33%
424,Beaverdam-Warrior Creek WCD Dam 5,SC02720,Local Government,Flood Risk Reduction,34.6071,-82.0433,Gray Court,Laurens,920102,920102Laurens,FALSE,South Carolina,29645,"South Carolina, Congressional District 03",51,51-100 feet,1980,1980-1989,2255,225,9/15/2023,9/21/2017,5,Low,Fair,9/21/2017,Not Required,920102,1049,,1751,1390,79.38%,153,8.74%,25,17,68.00%,1,4.00%
425,Heath Copeland Pond Dam,SC02050,Private,Recreation,34.43,-81.8342,Clinton,Laurens,920900,920900Laurens,FALSE,South Carolina,29325,"South Carolina, Congressional District 03",25,25-50 feet,1966,1960-1969,116,76,9/15/2023,9/29/2017,5,Low,Poor,9/29/2017,Not Required,920900,1027,,2395,1789,74.70%,362,15.11%,0,0,0.00%,0,0.00%
426,Cecils Pond Dam,SC02046,Private,Recreation,34.5382,-81.8171,Clinton,Laurens,920600,920600Laurens,TRUE,South Carolina,29325,"South Carolina, Congressional District 03",33,25-50 feet,1955,1950-1959,224,192,9/15/2023,8/25/2021,3,Significant,Poor,8/25/2021,Yes,920600,1016,,4264,3011,70.61%,1020,23.92%,15,11,73.33%,0,0.00%
